,ticker,date,open,high,low,close,volume,ex-dividend,split_ratio,adj_open,adj_high,adj_low,adj_close,adj_volume
12669179,SPLK,2012-04-19,32.0,35.85,30.91,35.48,14124400.0,0.0,1.0,32.0,35.85,30.91,35.48,14124400.0
12669180,SPLK,2012-04-20,35.25,36.64,33.5,36.2,1796600.0,0.0,1.0,35.25,36.64,33.5,36.2,1796600.0
12669181,SPLK,2012-04-23,36.78,37.24,35.76,35.93,930700.0,0.0,1.0,36.78,37.24,35.76,35.93,930700.0
12669182,SPLK,2012-04-24,36.04,37.34,34.65,35.8,506200.0,0.0,1.0,36.04,37.34,34.65,35.8,506200.0
12669183,SPLK,2012-04-25,36.78,37.15,34.57,34.72,520500.0,0.0,1.0,36.78,37.15,34.57,34.72,520500.0
12669184,SPLK,2012-04-26,34.59,35.2962,33.34,35.11,234000.0,0.0,1.0,34.59,35.2962,33.34,35.11,234000.0
12669185,SPLK,2012-04-27,36.0,36.97,35.015,35.06,380800.0,0.0,1.0,36.0,36.97,35.015,35.06,380800.0
12669186,SPLK,2012-04-30,36.13,36.13,33.6,33.95,301600.0,0.0,1.0,36.13,36.13,33.6,33.95,301600.0
12669187,SPLK,2012-05-01,34.29,36.94,33.93,35.91,679500.0,0.0,1.0,34.29,36.94,33.93,35.91,679500.0
12669188,SPLK,2012-05-02,35.51,36.202,35.2,35.275,260000.0,0.0,1.0,35.51,36.202,35.2,35.275,260000.0
12669189,SPLK,2012-05-03,36.5,36.5,32.2,32.68,1026700.0,0.0,1.0,36.5,36.5,32.2,32.68,1026700.0
12669190,SPLK,2012-05-04,32.32,32.59,31.76,32.07,439300.0,0.0,1.0,32.32,32.59,31.76,32.07,439300.0
12669191,SPLK,2012-05-07,31.75,33.03,31.75,32.93,285900.0,0.0,1.0,31.75,33.03,31.75,32.93,285900.0
12669192,SPLK,2012-05-08,33.0,34.15,32.31,32.75,329300.0,0.0,1.0,33.0,34.15,32.31,32.75,329300.0
12669193,SPLK,2012-05-09,32.01,34.17,32.01,32.86,356800.0,0.0,1.0,32.01,34.17,32.01,32.86,356800.0
12669194,SPLK,2012-05-10,33.32,33.95,31.53,31.79,383000.0,0.0,1.0,33.32,33.95,31.53,31.79,383000.0
12669195,SPLK,2012-05-11,31.33,32.23,29.47,31.355,1023400.0,0.0,1.0,31.33,32.23,29.47,31.355,1023400.0
12669196,SPLK,2012-05-14,31.28,32.92,30.43,31.02,702600.0,0.0,1.0,31.28,32.92,30.43,31.02,702600.0
12669197,SPLK,2012-05-15,31.39,31.85,31.2,31.62,351900.0,0.0,1.0,31.39,31.85,31.2,31.62,351900.0
12669198,SPLK,2012-05-16,31.64,31.9,30.41,30.97,238000.0,0.0,1.0,31.64,31.9,30.41,30.97,238000.0
12669199,SPLK,2012-05-17,31.11,31.178,29.8725,30.62,404400.0,0.0,1.0,31.11,31.178,29.8725,30.62,404400.0
12669200,SPLK,2012-05-18,31.09,31.09,28.49,29.06,814000.0,0.0,1.0,31.09,31.09,28.49,29.06,814000.0
12669201,SPLK,2012-05-21,29.48,30.14,28.82,30.02,599000.0,0.0,1.0,29.48,30.14,28.82,30.02,599000.0
12669202,SPLK,2012-05-22,30.42,32.55,30.0922,31.63,508400.0,0.0,1.0,30.42,32.55,30.0922,31.63,508400.0
12669203,SPLK,2012-05-23,31.1,35.8,30.0,34.89,799000.0,0.0,1.0,31.1,35.8,30.0,34.89,799000.0
12669204,SPLK,2012-05-24,35.5,36.5,33.58,34.59,534800.0,0.0,1.0,35.5,36.5,33.58,34.59,534800.0
12669205,SPLK,2012-05-25,35.08,36.339,34.43,35.93,296500.0,0.0,1.0,35.08,36.339,34.43,35.93,296500.0
12669206,SPLK,2012-05-29,36.72,37.57,35.94,36.375,564000.0,0.0,1.0,36.72,37.57,35.94,36.375,564000.0
12669207,SPLK,2012-05-30,36.08,36.08,33.57,34.3,882500.0,0.0,1.0,36.08,36.08,33.57,34.3,882500.0
12669208,SPLK,2012-05-31,34.25,34.99,31.36,32.56,988100.0,0.0,1.0,34.25,34.99,31.36,32.56,988100.0
12669209,SPLK,2012-06-01,31.56,31.97,26.97,27.24,1778900.0,0.0,1.0,31.56,31.97,26.97,27.24,1778900.0
12669210,SPLK,2012-06-04,27.8,28.0,25.147,27.0,706200.0,0.0,1.0,27.8,28.0,25.147,27.0,706200.0
12669211,SPLK,2012-06-05,27.26,28.85,26.804000000000002,28.59,610400.0,0.0,1.0,27.26,28.85,26.804000000000002,28.59,610400.0
12669212,SPLK,2012-06-06,28.9,32.0,28.1,30.15,869300.0,0.0,1.0,28.9,32.0,28.1,30.15,869300.0
12669213,SPLK,2012-06-07,30.56,31.4091,28.65,29.77,455200.0,0.0,1.0,30.56,31.4091,28.65,29.77,455200.0
12669214,SPLK,2012-06-08,30.1,32.06,29.22,32.01,626600.0,0.0,1.0,30.1,32.06,29.22,32.01,626600.0
12669215,SPLK,2012-06-11,32.69,32.88,29.77,30.01,378500.0,0.0,1.0,32.69,32.88,29.77,30.01,378500.0
12669216,SPLK,2012-06-12,30.69,30.99,29.83,30.43,298700.0,0.0,1.0,30.69,30.99,29.83,30.43,298700.0
12669217,SPLK,2012-06-13,30.48,31.95,30.02,30.75,233900.0,0.0,1.0,30.48,31.95,30.02,30.75,233900.0
12669218,SPLK,2012-06-14,30.9,31.92,30.755,31.66,273500.0,0.0,1.0,30.9,31.92,30.755,31.66,273500.0
12669219,SPLK,2012-06-15,31.84,33.04,31.18,32.73,396800.0,0.0,1.0,31.84,33.04,31.18,32.73,396800.0
12669220,SPLK,2012-06-18,32.35,32.72,31.76,32.13,318200.0,0.0,1.0,32.35,32.72,31.76,32.13,318200.0
12669221,SPLK,2012-06-19,32.65,32.67,31.84,31.96,387900.0,0.0,1.0,32.65,32.67,31.84,31.96,387900.0
12669222,SPLK,2012-06-20,31.93,32.02,30.81,31.68,311000.0,0.0,1.0,31.93,32.02,30.81,31.68,311000.0
12669223,SPLK,2012-06-21,31.52,32.02,29.32,29.54,569300.0,0.0,1.0,31.52,32.02,29.32,29.54,569300.0
12669224,SPLK,2012-06-22,30.0,31.2,29.11,29.27,1561100.0,0.0,1.0,30.0,31.2,29.11,29.27,1561100.0
12669225,SPLK,2012-06-25,28.84,28.94,27.84,28.26,657300.0,0.0,1.0,28.84,28.94,27.84,28.26,657300.0
12669226,SPLK,2012-06-26,28.41,28.41,27.5336,27.78,490400.0,0.0,1.0,28.41,28.41,27.5336,27.78,490400.0
12669227,SPLK,2012-06-27,27.62,28.38,27.62,28.0,351100.0,0.0,1.0,27.62,28.38,27.62,28.0,351100.0
12669228,SPLK,2012-06-28,26.98,27.59,25.82,26.49,1178700.0,0.0,1.0,26.98,27.59,25.82,26.49,1178700.0
12669229,SPLK,2012-06-29,27.1,28.36,27.0149,28.1,458300.0,0.0,1.0,27.1,28.36,27.0149,28.1,458300.0
12669230,SPLK,2012-07-02,28.15,29.49,27.44,29.13,350800.0,0.0,1.0,28.15,29.49,27.44,29.13,350800.0
12669231,SPLK,2012-07-03,29.06,29.25,28.8,29.04,138900.0,0.0,1.0,29.06,29.25,28.8,29.04,138900.0
12669232,SPLK,2012-07-05,28.89,30.53,28.68,29.86,152100.0,0.0,1.0,28.89,30.53,28.68,29.86,152100.0
12669233,SPLK,2012-07-06,29.29,29.86,28.875,29.63,444500.0,0.0,1.0,29.29,29.86,28.875,29.63,444500.0
12669234,SPLK,2012-07-09,29.17,29.5941,27.42,28.07,814000.0,0.0,1.0,29.17,29.5941,27.42,28.07,814000.0
